time,activation
0.0,2.160459162964337
0.0005,3.6864312014717986
0.001,5.822792055382245
0.0015,5.517597647680753
0.002,3.076042386068814
0.0025,1.5500703475613524
0.003,1.8552647552628447
0.0035,1.2448759398598601
0.004,0.32929271675538324
0.0045000000000000005,1.2448759398598601
0.005,2.4656535706658294
0.0055,1.8552647552628447
0.006,-0.8914849140505859
0.006500000000000001,-2.4174569525580476
0.007,-1.5018737294535707
0.0075,-0.8914849140505859
0.008,-2.4174569525580476
0.0085,-3.3330401756625245
0.009000000000000001,-2.1122625448565553
0.0095,0.024098309053890946
0.01,0.32929271675538324
0.0105,0.024098309053890946
0.011,0.024098309053890946
0.0115,0.32929271675538324
0.012,0.32929271675538324
0.0125,-0.2810960986476014
0.013000000000000001,-1.5018737294535707
0.0135,-2.1122625448565553
0.014,-1.807068137155063
0.0145,-1.807068137155063
0.015,-1.1966793217520784
0.0155,-0.2810960986476014
0.016,0.32929271675538324
0.0165,1.2448759398598601
0.017,0.9396815321583679
0.0175,0.024098309053890946
0.018000000000000002,-0.5862905063490936
0.0185,-0.8914849140505859
0.019,0.024098309053890946
0.0195,0.6344871244568756
0.02,0.9396815321583679
0.0205,0.6344871244568756
0.021,0.9396815321583679
0.021500000000000002,1.2448759398598601
0.022,1.2448759398598601
0.0225,0.32929271675538324
0.023,0.024098309053890946
0.0235,0.024098309053890946
0.024,0.32929271675538324
0.0245,0.9396815321583679
0.025,1.2448759398598601
0.025500000000000002,1.2448759398598601
0.026000000000000002,0.9396815321583679
0.0265,0.024098309053890946
0.027,-0.8914849140505859
0.0275,-0.5862905063490936
0.028,0.9396815321583679
0.0285,2.160459162964337
0.029,1.5500703475613524
0.029500000000000002,0.32929271675538324
0.03,0.024098309053890946
0.0305,0.024098309053890946
0.031,0.024098309053890946
0.0315,-0.5862905063490936
0.032,0.024098309053890946
0.0325,0.9396815321583679
0.033,0.6344871244568756
0.0335,-0.8914849140505859
0.034,-1.807068137155063
0.0345,-0.5862905063490936
0.035,0.6344871244568756
0.035500000000000004,0.6344871244568756
0.036000000000000004,0.024098309053890946
0.0365,-0.2810960986476014
0.037,0.024098309053890946
0.0375,0.6344871244568756
0.038,0.32929271675538324
0.0385,0.6344871244568756
0.039,1.5500703475613524
0.0395,1.5500703475613524
0.04,0.32929271675538324
0.0405,-0.8914849140505859
0.041,-1.1966793217520784
0.0415,-0.5862905063490936
0.042,-0.5862905063490936
0.0425,-1.5018737294535707
0.043000000000000003,-1.5018737294535707
0.043500000000000004,-0.5862905063490936
0.044,0.024098309053890946
0.0445,0.024098309053890946
0.045,0.6344871244568756
0.0455,1.5500703475613524
0.046,2.160459162964337
0.0465,0.9396815321583679
0.047,-0.2810960986476014
0.0475,-0.5862905063490936
0.048,-0.2810960986476014
0.0485,0.024098309053890946
0.049,0.024098309053890946
0.0495,0.6344871244568756
0.05,0.9396815321583679
0.0505,0.024098309053890946
0.051000000000000004,-1.1966793217520784
0.051500000000000004,-2.1122625448565553
0.052000000000000005,-1.1966793217520784
0.0525,-0.2810960986476014
0.053,0.32929271675538324
0.0535,0.9396815321583679
0.054,1.8552647552628447
0.0545,3.076042386068814
0.055,3.076042386068814
0.0555,1.8552647552628447
0.056,0.32929271675538324
0.0565,0.024098309053890946
0.057,0.6344871244568756
0.0575,0.6344871244568756
0.058,-0.8914849140505859
0.0585,-2.4174569525580476
0.059000000000000004,-2.72265136025954
0.059500000000000004,-2.72265136025954
0.06,-3.943428991065509
0.0605,-5.46940102957297
0.061,-4.553817806468493
0.0615,-1.807068137155063
0.062,0.32929271675538324
0.0625,1.5500703475613524
0.063,1.8552647552628447
0.0635,2.160459162964337
0.064,1.8552647552628447
0.0645,0.6344871244568756
0.065,0.024098309053890946
0.0655,0.9396815321583679
0.066,1.8552647552628447
0.0665,1.2448759398598601
0.067,-0.2810960986476014
0.0675,-0.8914849140505859
0.068,-0.2810960986476014
0.0685,-0.2810960986476014
0.069,-1.807068137155063
0.0695,-3.027845767961032
0.07,-2.72265136025954
0.07050000000000001,-1.807068137155063
0.07100000000000001,-1.1966793217520784
0.07150000000000001,-1.5018737294535707
0.07200000000000001,-1.1966793217520784
0.0725,-0.8914849140505859
0.073,-0.5862905063490936
0.0735,-1.5018737294535707
0.074,-2.1122625448565553
0.0745,-2.1122625448565553
0.075,-2.1122625448565553
0.0755,-2.1122625448565553
0.076,-1.807068137155063
0.0765,-0.8914849140505859
0.077,0.024098309053890946
0.0775,0.024098309053890946
0.078,0.024098309053890946
0.0785,0.024098309053890946
0.079,0.024098309053890946
0.0795,-0.5862905063490936
0.08,-1.807068137155063
0.0805,-1.807068137155063
0.081,-1.1966793217520784
0.0815,-1.807068137155063
0.082,-3.3330401756625245
